year,country,Type,Co2 Emission
2007,EU-27,Coal,1236.623
2007,EU-27,Gas,823.437
2007,EU-27,Oil,1484.849
2007,EU-27,Other Industries,171.622
2007,EU-28,Coal,1387.245
2007,EU-28,Gas,1019.104
2007,EU-28,Oil,1682.046
2007,EU-28,Other Industries,187.384
2007,Ecuador,Coal,0.0
2007,Ecuador,Gas,1.022
2007,Ecuador,Oil,29.312
2007,Ecuador,Other Industries,3.351
2007,Egypt,Coal,2.917
2007,Egypt,Gas,81.128
2007,Egypt,Oil,84.763
2007,Egypt,Other Industries,17.097
2007,El Salvador,Coal,0.0
2007,El Salvador,Gas,0.0
2007,El Salvador,Oil,6.324
2007,El Salvador,Other Industries,0.522
2007,Equatorial Guinea,Coal,0.0
2007,Equatorial Guinea,Gas,3.408
2007,Equatorial Guinea,Oil,1.235
2007,Equatorial Guinea,Other Industries,0.986
2007,Eritrea,Coal,0.0
2007,Eritrea,Gas,0.0
2007,Eritrea,Oil,0.542
2007,Eritrea,Other Industries,0.017
2007,Estonia,Coal,14.146
2007,Estonia,Gas,1.713
2007,Estonia,Oil,3.329
2007,Estonia,Other Industries,0.65
2007,Eswatini,Coal,0.401
2007,Eswatini,Gas,0.0
2007,Eswatini,Oil,0.651
2007,Eswatini,Other Industries,0.0
2007,Ethiopia,Coal,0.0
2007,Ethiopia,Gas,0.0
2007,Ethiopia,Oil,5.21
2007,Ethiopia,Other Industries,0.629
2007,Europe,Coal,2035.777
2007,Europe,Gas,1980.798
2007,Europe,Oil,2158.689
2007,Europe,Other Industries,296.665
2007,Europe (excl. EU-27),Coal,799.603
2007,Europe (excl. EU-27),Gas,1160.507
2007,Europe (excl. EU-27),Oil,678.672
2007,Europe (excl. EU-27),Other Industries,125.24799999999999
2007,Europe (excl. EU-28),Coal,648.98
2007,Europe (excl. EU-28),Gas,964.84
2007,Europe (excl. EU-28),Oil,481.475
2007,Europe (excl. EU-28),Other Industries,109.486
2007,Faeroe Islands,Coal,0.0
2007,Faeroe Islands,Gas,0.0
2007,Faeroe Islands,Oil,0.689
2007,Faeroe Islands,Other Industries,0.0
2007,Fiji,Coal,0.0
2007,Fiji,Gas,0.0
2007,Fiji,Oil,1.085
2007,Fiji,Other Industries,0.057
2007,Finland,Coal,30.342
2007,Finland,Gas,8.352
2007,Finland,Oil,26.416
2007,Finland,Other Industries,1.6509999999999998
2007,France,Coal,60.846
2007,France,Gas,92.594
2007,France,Oil,232.91
2007,France,Other Industries,18.844
2007,French Equatorial Africa,Coal,0.0
2007,French Equatorial Africa,Gas,0.0
2007,French Equatorial Africa,Oil,0.0
2007,French Equatorial Africa,Other Industries,0.0
2007,French Polynesia,Coal,0.0
2007,French Polynesia,Gas,0.0
2007,French Polynesia,Oil,0.769
2007,French Polynesia,Other Industries,0.0
2007,French West Africa,Coal,0.0
2007,French West Africa,Gas,0.0
2007,French West Africa,Oil,0.0
2007,French West Africa,Other Industries,0.0
2007,Gabon,Coal,0.0
2007,Gabon,Gas,0.311
2007,Gabon,Oil,1.576
2007,Gabon,Other Industries,2.202
2007,Gambia,Coal,0.0
2007,Gambia,Gas,0.004
2007,Gambia,Oil,0.348
2007,Gambia,Other Industries,0.0
2007,Georgia,Coal,0.381
2007,Georgia,Gas,3.287
2007,Georgia,Oil,2.521
2007,Georgia,Other Industries,0.177
2007,Germany,Coal,379.385
2007,Germany,Gas,174.434
2007,Germany,Oil,270.913
2007,Germany,Other Industries,26.651000000000003
2007,Ghana,Coal,0.0
2007,Ghana,Gas,0.0
2007,Ghana,Oil,8.922
2007,Ghana,Other Industries,0.697
2007,Greece,Coal,45.193
2007,Greece,Gas,7.808
2007,Greece,Oil,54.116
2007,Greece,Other Industries,7.477
2007,Greenland,Coal,0.0
2007,Greenland,Gas,0.0
2007,Greenland,Oil,0.638
2007,Greenland,Other Industries,0.0
2007,Grenada,Coal,0.0
2007,Grenada,Gas,0.0
2007,Grenada,Oil,0.238
2007,Grenada,Other Industries,0.0
2007,Guatemala,Coal,1.187
2007,Guatemala,Gas,0.0
2007,Guatemala,Oil,9.956
2007,Guatemala,Other Industries,1.002
2007,Guinea,Coal,0.0
2007,Guinea,Gas,0.0
2007,Guinea,Oil,1.968
2007,Guinea,Other Industries,0.0
2007,Guinea-Bissau,Coal,0.0
2007,Guinea-Bissau,Gas,0.0
2007,Guinea-Bissau,Oil,0.231
2007,Guinea-Bissau,Other Industries,0.0
2007,Guyana,Coal,0.0
2007,Guyana,Gas,0.0
2007,Guyana,Oil,1.781
2007,Guyana,Other Industries,0.0
2007,Haiti,Coal,0.0
2007,Haiti,Gas,0.0
2007,Haiti,Oil,2.246
2007,Haiti,Other Industries,0.115
2007,Honduras,Coal,0.326
2007,Honduras,Gas,0.0
2007,Honduras,Oil,7.559
2007,Honduras,Other Industries,0.713
2007,Hong Kong,Coal,27.605
2007,Hong Kong,Gas,3.851
2007,Hong Kong,Oil,11.732
2007,Hong Kong,Other Industries,0.385
2007,Hungary,Coal,13.57
2007,Hungary,Gas,25.245
2007,Hungary,Oil,17.529
2007,Hungary,Other Industries,2.3440000000000003
2007,Iceland,Coal,0.598
2007,Iceland,Gas,0.0
2007,Iceland,Oil,2.697
2007,Iceland,Other Industries,0.216
2007,India,Coal,844.065
2007,India,Gas,52.696
2007,India,Oil,390.403
2007,India,Other Industries,70.751
2007,Indonesia,Coal,128.676
2007,Indonesia,Gas,57.078
2007,Indonesia,Oil,166.225
2007,Indonesia,Other Industries,24.887
2007,International transport,Coal,0.0
2007,International transport,Gas,0.0
2007,International transport,Oil,1048.747
2007,International transport,Other Industries,0.0
2007,Iran,Coal,6.577
2007,Iran,Gas,236.52
2007,Iran,Oil,225.18
2007,Iran,Other Industries,45.037
2007,Iraq,Coal,0.0
2007,Iraq,Gas,12.028
2007,Iraq,Oil,34.985
2007,Iraq,Other Industries,14.478
2007,Ireland,Coal,9.671
2007,Ireland,Gas,10.21
2007,Ireland,Oil,24.827
2007,Ireland,Other Industries,2.957
2007,Israel,Coal,30.309
2007,Israel,Gas,5.089
2007,Israel,Oil,25.131
2007,Israel,Other Industries,2.271
2007,Italy,Coal,69.147
2007,Italy,Gas,162.024
2007,Italy,Oil,230.164
2007,Italy,Other Industries,26.359
2007,Jamaica,Coal,0.095
2007,Jamaica,Gas,0.0
2007,Jamaica,Oil,10.384
2007,Jamaica,Other Industries,0.27
2007,Japan,Coal,444.773
2007,Japan,Gas,209.122
2007,Japan,Oil,606.923
2007,Japan,Other Industries,41.706
2007,Jordan,Coal,0.0
2007,Jordan,Gas,5.506
2007,Jordan,Oil,14.39
2007,Jordan,Other Industries,1.541
2007,Kazakhstan,Coal,126.6
2007,Kazakhstan,Gas,24.973
2007,Kazakhstan,Oil,55.496
2007,Kazakhstan,Other Industries,20.893
2007,Kenya,Coal,0.4
2007,Kenya,Gas,0.0
2007,Kenya,Oil,8.156
2007,Kenya,Other Industries,0.985
2007,Kiribati,Coal,0.0
2007,Kiribati,Gas,0.0
2007,Kiribati,Oil,0.059
2007,Kiribati,Other Industries,0.0
2007,Kuwait,Coal,0.0
2007,Kuwait,Gas,25.539
2007,Kuwait,Oil,48.059
2007,Kuwait,Other Industries,1.276
2007,Kuwaiti Oil Fires,Coal,0.0
2007,Kuwaiti Oil Fires,Gas,0.0
2007,Kuwaiti Oil Fires,Oil,0.0
2007,Kuwaiti Oil Fires,Other Industries,0.0
2007,Kyrgyzstan,Coal,2.305
2007,Kyrgyzstan,Gas,1.473
2007,Kyrgyzstan,Oil,2.235
2007,Kyrgyzstan,Other Industries,0.506
2007,Laos,Coal,0.213
2007,Laos,Gas,0.0
2007,Laos,Oil,1.465
2007,Laos,Other Industries,0.153
2007,Latvia,Coal,0.448
2007,Latvia,Gas,3.147
2007,Latvia,Oil,4.832
2007,Latvia,Other Industries,0.20400000000000001
2007,Lebanon,Coal,0.502
2007,Lebanon,Gas,0.0
2007,Lebanon,Oil,10.981
2007,Lebanon,Other Industries,2.267
2007,Leeward Islands,Coal,0.0
2007,Leeward Islands,Gas,0.0
2007,Leeward Islands,Oil,0.0
2007,Leeward Islands,Other Industries,0.0
2007,Lesotho,Coal,1.652
2007,Lesotho,Gas,0.0
2007,Lesotho,Oil,0.421
2007,Lesotho,Other Industries,0.0
2007,Liberia,Coal,0.0
2007,Liberia,Gas,0.0
2007,Liberia,Oil,0.568
2007,Liberia,Other Industries,0.06
2007,Libya,Coal,0.0
2007,Libya,Gas,12.107
2007,Libya,Oil,29.622
2007,Libya,Other Industries,7.611
2007,Liechtenstein,Coal,0.0
2007,Liechtenstein,Gas,0.071
2007,Liechtenstein,Oil,0.13
2007,Liechtenstein,Other Industries,0.0
2007,Lithuania,Coal,1.025
2007,Lithuania,Gas,6.552
2007,Lithuania,Oil,7.534
2007,Lithuania,Other Industries,0.688
2007,Luxembourg,Coal,0.408
2007,Luxembourg,Gas,2.731
2007,Luxembourg,Oil,7.696
2007,Luxembourg,Other Industries,0.499
2007,Macao,Coal,0.0
2007,Macao,Gas,0.0
2007,Macao,Oil,1.363
2007,Macao,Other Industries,0.0
2007,Madagascar,Coal,0.026
2007,Madagascar,Gas,0.0
2007,Madagascar,Oil,1.652
2007,Madagascar,Other Industries,0.106
2007,Malawi,Coal,0.158
2007,Malawi,Gas,0.0
2007,Malawi,Oil,0.74
2007,Malawi,Other Industries,0.071
2007,Malaysia,Coal,29.935
2007,Malaysia,Gas,65.439
2007,Malaysia,Oil,69.675
2007,Malaysia,Other Industries,17.783
2007,Maldives,Coal,0.0
2007,Maldives,Gas,0.0
2007,Maldives,Oil,0.78
2007,Maldives,Other Industries,0.0
2007,Mali,Coal,0.0
2007,Mali,Gas,0.0
2007,Mali,Oil,1.297
2007,Mali,Other Industries,0.0
2007,Malta,Coal,0.0
2007,Malta,Gas,0.0
2007,Malta,Oil,2.736
2007,Malta,Other Industries,0.0
2007,Marshall Islands,Coal,0.0
2007,Marshall Islands,Gas,0.0
2007,Marshall Islands,Oil,0.125
2007,Marshall Islands,Other Industries,0.0
2007,Mauritania,Coal,0.0
2007,Mauritania,Gas,0.0
2007,Mauritania,Oil,1.638
2007,Mauritania,Other Industries,0.0
2007,Mauritius,Coal,1.323
2007,Mauritius,Gas,0.0
2007,Mauritius,Oil,2.363
2007,Mauritius,Other Industries,0.0
2007,Mexico,Coal,45.84
2007,Mexico,Gas,117.274
2007,Mexico,Oil,286.649
2007,Mexico,Other Industries,30.024
2007,Micronesia,Coal,0.0
2007,Micronesia,Gas,0.0
2007,Micronesia,Oil,0.0
2007,Micronesia,Other Industries,0.0
2007,Micronesia (country),Coal,0.0
2007,Micronesia (country),Gas,0.0
2007,Micronesia (country),Oil,0.132
2007,Micronesia (country),Other Industries,0.0
2007,Moldova,Coal,0.169
2007,Moldova,Gas,2.176
2007,Moldova,Oil,1.931
2007,Moldova,Other Industries,0.703
2007,Mongolia,Coal,9.57
2007,Mongolia,Gas,0.0
2007,Mongolia,Oil,2.396
2007,Mongolia,Other Industries,0.112
2007,Montenegro,Coal,1.024
2007,Montenegro,Gas,0.0
2007,Montenegro,Oil,1.031
2007,Montenegro,Other Industries,0.0
2007,Montserrat,Coal,0.0
2007,Montserrat,Gas,0.0
2007,Montserrat,Oil,0.04
2007,Montserrat,Other Industries,0.0
2007,Morocco,Coal,15.078
2007,Morocco,Gas,1.242
2007,Morocco,Oil,27.588
2007,Morocco,Other Industries,6.38
2007,Mozambique,Coal,0.026
2007,Mozambique,Gas,0.07
2007,Mozambique,Oil,1.836
2007,Mozambique,Other Industries,0.256
2007,Myanmar,Coal,0.821
2007,Myanmar,Gas,6.167
2007,Myanmar,Oil,5.558
2007,Myanmar,Other Industries,0.25
2007,Namibia,Coal,0.158
2007,Namibia,Gas,0.0
2007,Namibia,Oil,2.202
2007,Namibia,Other Industries,0.0
2007,Nauru,Coal,0.0
2007,Nauru,Gas,0.0
2007,Nauru,Oil,0.044
2007,Nauru,Other Industries,0.0
2007,Nepal,Coal,0.747
2007,Nepal,Gas,0.0
2007,Nepal,Oil,1.707
2007,Nepal,Other Industries,0.116
2007,Netherlands,Coal,32.648
2007,Netherlands,Gas,78.634
2007,Netherlands,Oil,58.545
2007,Netherlands,Other Industries,2.76
2007,New Caledonia,Coal,0.627
2007,New Caledonia,Gas,0.0
2007,New Caledonia,Oil,2.253
2007,New Caledonia,Other Industries,0.048
2007,New Zealand,Coal,6.726
2007,New Zealand,Gas,8.422
2007,New Zealand,Oil,18.872
2007,New Zealand,Other Industries,2.54
2007,Nicaragua,Coal,0.0
2007,Nicaragua,Gas,0.0
2007,Nicaragua,Oil,4.338
2007,Nicaragua,Other Industries,0.212
2007,Niger,Coal,0.232
2007,Niger,Gas,0.0
2007,Niger,Oil,0.468
2007,Niger,Other Industries,0.017
2007,Nigeria,Coal,0.062
2007,Nigeria,Gas,22.233
2007,Nigeria,Oil,27.26
2007,Nigeria,Other Industries,44.713
2007,Niue,Coal,0.0
2007,Niue,Gas,0.0
2007,Niue,Oil,0.004
2007,Niue,Other Industries,0.0
2007,North America,Coal,2373.802
2007,North America,Gas,1599.613
2007,North America,Oil,3220.129
2007,North America,Other Industries,176.99900000000002
2007,North America (excl. USA),Coal,168.843
2007,North America (excl. USA),Gas,341.911
2007,North America (excl. USA),Oil,667.848
2007,North America (excl. USA),Other Industries,63.512
2007,North Korea,Coal,58.496
2007,North Korea,Gas,0.0
2007,North Korea,Oil,2.623
2007,North Korea,Other Industries,2.36
2007,North Macedonia,Coal,5.723
2007,North Macedonia,Gas,0.194
2007,North Macedonia,Oil,3.096
2007,North Macedonia,Other Industries,0.37
2007,Norway,Coal,3.832
2007,Norway,Gas,12.253
2007,Norway,Oil,25.133
2007,Norway,Other Industries,5.014
2007,Oceania,Coal,210.784
2007,Oceania,Gas,69.731
2007,Oceania,Oil,149.535
2007,Oceania,Other Industries,18.534
2007,Oman,Coal,0.0
2007,Oman,Gas,21.717
2007,Oman,Oil,18.148
2007,Oman,Other Industries,4.106
2007,Pakistan,Coal,23.109
2007,Pakistan,Gas,64.952
2007,Pakistan,Oil,57.877
2007,Pakistan,Other Industries,9.907
2007,Palau,Coal,0.0
2007,Palau,Gas,0.0
2007,Palau,Oil,0.253
2007,Palau,Other Industries,0.0
2007,Palestine,Coal,0.0
2007,Palestine,Gas,0.0
2007,Palestine,Oil,2.323
2007,Palestine,Other Industries,0.0
2007,Panama,Coal,0.535
2007,Panama,Gas,0.0
2007,Panama,Oil,6.24
2007,Panama,Other Industries,0.422
2007,Panama Canal Zone,Coal,0.0
2007,Panama Canal Zone,Gas,0.0
2007,Panama Canal Zone,Oil,0.0
2007,Panama Canal Zone,Other Industries,0.0
2007,Papua New Guinea,Coal,0.0
2007,Papua New Guinea,Gas,0.26
2007,Papua New Guinea,Oil,5.855
2007,Papua New Guinea,Other Industries,0.0
2007,Paraguay,Coal,0.0
2007,Paraguay,Gas,0.0
2007,Paraguay,Oil,3.833
2007,Paraguay,Other Industries,0.209
2007,Peru,Coal,3.605
2007,Peru,Gas,5.346
2007,Peru,Oil,22.501
2007,Peru,Other Industries,3.072
2007,Philippines,Coal,21.889
2007,Philippines,Gas,7.079
2007,Philippines,Oil,36.64
2007,Philippines,Other Industries,5.156
2007,Poland,Coal,227.707
2007,Poland,Gas,27.853
2007,Poland,Oil,65.999
2007,Poland,Other Industries,14.808
2007,Portugal,Coal,11.446
2007,Portugal,Gas,9.607
2007,Portugal,Oil,35.564
2007,Portugal,Other Industries,5.664000000000001
2007,Puerto Rico,Coal,0.0
2007,Puerto Rico,Gas,0.0
2007,Puerto Rico,Oil,0.0
2007,Puerto Rico,Other Industries,0.0
2007,Qatar,Coal,0.0
2007,Qatar,Gas,41.467
2007,Qatar,Oil,12.486
2007,Qatar,Other Industries,8.947000000000001
2007,Romania,Coal,41.819
2007,Romania,Gas,29.46
2007,Romania,Oil,30.35
2007,Romania,Other Industries,6.811999999999999
2007,Russia,Coal,419.411
2007,Russia,Gas,777.797
2007,Russia,Oil,324.906
2007,Russia,Other Industries,82.21
2007,Rwanda,Coal,0.0
2007,Rwanda,Gas,0.0
2007,Rwanda,Oil,0.505
2007,Rwanda,Other Industries,0.037
2007,Ryukyu Islands,Coal,0.0
2007,Ryukyu Islands,Gas,0.0
2007,Ryukyu Islands,Oil,0.0
2007,Ryukyu Islands,Other Industries,0.0
2007,Saint Helena,Coal,0.0
2007,Saint Helena,Gas,0.0
2007,Saint Helena,Oil,0.011
2007,Saint Helena,Other Industries,0.0
2007,Saint Kitts and Nevis,Coal,0.0
2007,Saint Kitts and Nevis,Gas,0.0
2007,Saint Kitts and Nevis,Oil,0.216
2007,Saint Kitts and Nevis,Other Industries,0.0
2007,Saint Lucia,Coal,0.0
2007,Saint Lucia,Gas,0.0
2007,Saint Lucia,Oil,0.293
2007,Saint Lucia,Other Industries,0.0
2007,Saint Pierre and Miquelon,Coal,0.0
2007,Saint Pierre and Miquelon,Gas,0.0
2007,Saint Pierre and Miquelon,Oil,0.066
2007,Saint Pierre and Miquelon,Other Industries,0.0
2007,Saint Vincent and the Grenadines,Coal,0.0
2007,Saint Vincent and the Grenadines,Gas,0.0
2007,Saint Vincent and the Grenadines,Oil,0.26
2007,Saint Vincent and the Grenadines,Other Industries,0.0
2007,Samoa,Coal,0.0
2007,Samoa,Gas,0.0
2007,Samoa,Oil,0.172
2007,Samoa,Other Industries,0.0
2007,Sao Tome and Principe,Coal,0.0
2007,Sao Tome and Principe,Gas,0.0
2007,Sao Tome and Principe,Oil,0.084
2007,Sao Tome and Principe,Other Industries,0.0
2007,Saudi Arabia,Coal,0.0
2007,Saudi Arabia,Gas,113.478
2007,Saudi Arabia,Oil,258.466
2007,Saudi Arabia,Other Industries,14.564
2007,Senegal,Coal,0.707
2007,Senegal,Gas,0.022
2007,Senegal,Oil,2.913
2007,Senegal,Other Industries,1.221
2007,Serbia,Coal,39.989
2007,Serbia,Gas,4.602
2007,Serbia,Oil,13.597
2007,Serbia,Other Industries,1.442
2007,Seychelles,Coal,0.0
2007,Seychelles,Gas,0.0
2007,Seychelles,Oil,0.641
2007,Seychelles,Other Industries,0.0
2007,Sierra Leone,Coal,0.0
2007,Sierra Leone,Gas,0.0
2007,Sierra Leone,Oil,0.517
2007,Sierra Leone,Other Industries,0.0
2007,Singapore,Coal,0.026
2007,Singapore,Gas,14.722
2007,Singapore,Oil,32.771
2007,Singapore,Other Industries,0.0
2007,Sint Maarten (Dutch part),Coal,0.0
2007,Sint Maarten (Dutch part),Gas,0.0
2007,Sint Maarten (Dutch part),Oil,0.676
2007,Sint Maarten (Dutch part),Other Industries,0.0
2007,Slovakia,Coal,17.561
2007,Slovakia,Gas,11.383
2007,Slovakia,Oil,9.416
2007,Slovakia,Other Industries,2.7359999999999998
2007,Slovenia,Coal,6.941
2007,Slovenia,Gas,1.858
2007,Slovenia,Oil,7.577
2007,Slovenia,Other Industries,0.905
2007,Solomon Islands,Coal,0.0
2007,Solomon Islands,Gas,0.0
2007,Solomon Islands,Oil,0.3
2007,Solomon Islands,Other Industries,0.0
2007,Somalia,Coal,0.0
2007,Somalia,Gas,0.0
2007,Somalia,Oil,0.608
2007,Somalia,Other Industries,0.0
2007,South Africa,Coal,392.172
2007,South Africa,Gas,7.892
2007,South Africa,Oil,59.328
2007,South Africa,Other Industries,5.408
2007,South America,Coal,84.041
2007,South America,Gas,207.961
2007,South America,Oil,555.668
2007,South America,Other Industries,58.215
2007,South Korea,Coal,213.397
2007,South Korea,Gas,71.312
2007,South Korea,Oil,184.558
2007,South Korea,Other Industries,24.086
2007,South Sudan,Coal,0.0
2007,South Sudan,Gas,0.0
2007,South Sudan,Oil,1.173
2007,South Sudan,Other Industries,0.0
2007,Spain,Coal,84.629
2007,Spain,Gas,75.619
2007,Spain,Oil,184.055
2007,Spain,Other Industries,24.129
2007,Sri Lanka,Coal,0.161
2007,Sri Lanka,Gas,0.0
2007,Sri Lanka,Oil,11.336
2007,Sri Lanka,Other Industries,0.654
2007,St. Kitts-Nevis-Anguilla,Coal,0.0
2007,St. Kitts-Nevis-Anguilla,Gas,0.0
2007,St. Kitts-Nevis-Anguilla,Oil,0.0
2007,St. Kitts-Nevis-Anguilla,Other Industries,0.0
2007,Sudan,Coal,0.0
2007,Sudan,Gas,0.0
2007,Sudan,Oil,12.778
2007,Sudan,Other Industries,0.127
2007,Suriname,Coal,0.0
2007,Suriname,Gas,0.007
2007,Suriname,Oil,1.722
2007,Suriname,Other Industries,0.027
2007,Sweden,Coal,10.801
2007,Sweden,Gas,2.182
2007,Sweden,Oil,37.023
2007,Sweden,Other Industries,2.9339999999999997
2007,Switzerland,Coal,0.742
2007,Switzerland,Gas,6.277
2007,Switzerland,Oil,34.176
2007,Switzerland,Other Industries,2.173
2007,Syria,Coal,0.011
2007,Syria,Gas,11.498
2007,Syria,Oil,51.34
2007,Syria,Other Industries,2.87
2007,Taiwan,Coal,158.915
2007,Taiwan,Gas,22.812
2007,Taiwan,Oil,84.712
2007,Taiwan,Other Industries,7.295
2007,Tajikistan,Coal,0.315
2007,Tajikistan,Gas,1.238
2007,Tajikistan,Oil,1.521
2007,Tajikistan,Other Industries,0.13
2007,Tanzania,Coal,0.073
2007,Tanzania,Gas,1.018
2007,Tanzania,Oil,3.984
2007,Tanzania,Other Industries,0.636
2007,Thailand,Coal,51.608
2007,Thailand,Gas,57.775
2007,Thailand,Oil,106.679
2007,Thailand,Other Industries,14.7
2007,Timor,Coal,0.0
2007,Timor,Gas,0.0
2007,Timor,Oil,0.183
2007,Timor,Other Industries,0.0
2007,Togo,Coal,0.0
2007,Togo,Gas,0.0
2007,Togo,Oil,0.912
2007,Togo,Other Industries,0.604
2007,Tonga,Coal,0.0
2007,Tonga,Gas,0.0
2007,Tonga,Oil,0.114
2007,Tonga,Other Industries,0.0
2007,Trinidad and Tobago,Coal,0.0
2007,Trinidad and Tobago,Gas,39.908
2007,Trinidad and Tobago,Oil,4.965
2007,Trinidad and Tobago,Other Industries,0.363
2007,Tunisia,Coal,0.0
2007,Tunisia,Gas,8.051
2007,Tunisia,Oil,12.225
2007,Tunisia,Other Industries,3.408
2007,Turkey,Coal,125.958
2007,Turkey,Gas,71.985
2007,Turkey,Oil,87.131
2007,Turkey,Other Industries,27.664
2007,Turkmenistan,Coal,0.0
2007,Turkmenistan,Gas,39.85
2007,Turkmenistan,Oil,15.678
2007,Turkmenistan,Other Industries,0.362
2007,Turks and Caicos Islands,Coal,0.0
2007,Turks and Caicos Islands,Gas,0.0
2007,Turks and Caicos Islands,Oil,0.165
2007,Turks and Caicos Islands,Other Industries,0.0
2007,Tuvalu,Coal,0.0
2007,Tuvalu,Gas,0.0
2007,Tuvalu,Oil,0.011
2007,Tuvalu,Other Industries,0.0
2007,Uganda,Coal,0.0
2007,Uganda,Gas,0.0
2007,Uganda,Oil,2.565
2007,Uganda,Other Industries,0.145
2007,Ukraine,Coal,161.469
2007,Ukraine,Gas,118.977
2007,Ukraine,Oil,43.133
2007,Ukraine,Other Industries,12.785
2007,United Arab Emirates,Coal,0.513
2007,United Arab Emirates,Gas,91.296
2007,United Arab Emirates,Oil,33.797
2007,United Arab Emirates,Other Industries,7.658
2007,United Kingdom,Coal,150.623
2007,United Kingdom,Gas,195.667
2007,United Kingdom,Oil,197.197
2007,United Kingdom,Other Industries,15.762
2007,United States,Coal,2204.959
2007,United States,Gas,1257.702
2007,United States,Oil,2552.281
2007,United States,Other Industries,113.488
2007,Uruguay,Coal,0.011
2007,Uruguay,Gas,0.194
2007,Uruguay,Oil,5.485
2007,Uruguay,Other Industries,0.256
2007,Uzbekistan,Coal,5.034
2007,Uzbekistan,Gas,98.525
2007,Uzbekistan,Oil,13.0
2007,Uzbekistan,Other Industries,2.554
2007,Vanuatu,Coal,0.0
2007,Vanuatu,Gas,0.0
2007,Vanuatu,Oil,0.099
2007,Vanuatu,Other Industries,0.0
2007,Venezuela,Coal,0.403
2007,Venezuela,Gas,46.734
2007,Venezuela,Oil,85.646
2007,Venezuela,Other Industries,17.141
2007,Vietnam,Coal,36.463
2007,Vietnam,Gas,12.479
2007,Vietnam,Oil,37.357
2007,Vietnam,Other Industries,14.279
2007,Wallis and Futuna,Coal,0.0
2007,Wallis and Futuna,Gas,0.0
2007,Wallis and Futuna,Oil,0.029
2007,Wallis and Futuna,Other Industries,0.0
2007,World,Coal,12774.79
2007,World,Gas,5710.415
2007,World,Oil,11221.838
2007,World,Other Industries,1586.819
2007,Yemen,Coal,0.0
2007,Yemen,Gas,0.0
2007,Yemen,Oil,20.093
2007,Yemen,Other Industries,0.626
2007,Zambia,Coal,0.293
2007,Zambia,Gas,0.0
2007,Zambia,Oil,1.367
2007,Zambia,Other Industries,0.208
2007,Zimbabwe,Coal,7.808
2007,Zimbabwe,Gas,0.0
2007,Zimbabwe,Oil,1.872
2007,Zimbabwe,Other Industries,0.154
2008,Afghanistan,Coal,1.077
2008,Afghanistan,Gas,0.297
2008,Afghanistan,Oil,2.81
2008,Afghanistan,Other Industries,0.015
2008,Africa,Coal,452.664
2008,Africa,Gas,197.471
2008,Africa,Oil,407.189
2008,Africa,Other Industries,124.184
2008,Albania,Coal,0.103
2008,Albania,Gas,0.015
2008,Albania,Oil,3.796
2008,Albania,Other Industries,0.359
2008,Algeria,Coal,3.008
2008,Algeria,Gas,51.551
2008,Algeria,Oil,37.363
2008,Algeria,Other Industries,17.11
2008,Andorra,Coal,0.0
2008,Andorra,Gas,0.0
2008,Andorra,Oil,0.539
2008,Andorra,Other Industries,0.0
2008,Angola,Coal,0.0
2008,Angola,Gas,1.271
2008,Angola,Oil,10.219
2008,Angola,Other Industries,13.995
2008,Anguilla,Coal,0.0
2008,Anguilla,Gas,0.0
2008,Anguilla,Oil,0.15
2008,Anguilla,Other Industries,0.0
2008,Antarctica,Coal,0.0
2008,Antarctica,Gas,0.0
2008,Antarctica,Oil,0.0
2008,Antarctica,Other Industries,0.0
2008,Antigua and Barbuda,Coal,0.0
2008,Antigua and Barbuda,Gas,0.0
2008,Antigua and Barbuda,Oil,0.418
2008,Antigua and Barbuda,Other Industries,0.0
2008,Argentina,Coal,3.877
2008,Argentina,Gas,90.12
2008,Argentina,Oil,88.658
2008,Argentina,Other Industries,5.452
2008,Armenia,Coal,0.007
2008,Armenia,Gas,4.122
2008,Armenia,Oil,1.033
2008,Armenia,Other Industries,0.412
2008,Aruba,Coal,0.0
2008,Aruba,Gas,0.0
2008,Aruba,Oil,2.656
2008,Aruba,Other Industries,0.0
2008,Asia,Coal,8213.032
2008,Asia,Gas,1771.955
2008,Asia,Oil,3781.101
2008,Asia,Other Industries,941.975
2008,Asia (excl. China & India),Coal,1571.046
2008,Asia (excl. China & India),Gas,1559.234
2008,Asia (excl. China & India),Oil,2399.327
2008,Asia (excl. China & India),Other Industries,340.692
2008,Australia,Coal,204.526
2008,Australia,Gas,61.787
2008,Australia,Oil,122.328
2008,Australia,Other Industries,15.777000000000001
2008,Austria,Coal,17.028
2008,Austria,Gas,17.427
2008,Austria,Oil,35.623
2008,Austria,Other Industries,3.51
2008,Azerbaijan,Coal,0.015
2008,Azerbaijan,Gas,20.738
2008,Azerbaijan,Oil,10.607
2008,Azerbaijan,Other Industries,4.091
2008,Bahamas,Coal,0.004
2008,Bahamas,Gas,0.0
2008,Bahamas,Oil,2.356
2008,Bahamas,Other Industries,0.0
2008,Bahrain,Coal,0.0
2008,Bahrain,Gas,22.97
2008,Bahrain,Oil,6.555
2008,Bahrain,Other Industries,0.158
2008,Bangladesh,Coal,2.47
2008,Bangladesh,Gas,32.225
2008,Bangladesh,Oil,9.907
2008,Bangladesh,Other Industries,0.699
2008,Barbados,Coal,0.0
2008,Barbados,Gas,0.033
2008,Barbados,Oil,1.433
2008,Barbados,Other Industries,0.147
